"location","user_id","status_id","created_at","screen_name","text","source","retweet_count","country","country_code","bbox_coords","hashtags","coords_coords","geo_coords"
"Atlanta, GA",,,"2020-06-22 12:00:09","SircliftonNeal","#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/iboEl9mwSN","Ripl App",0,"","","NA NA NA NA NA NA NA NA","bbq barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-22 12:00:08","SircliftonNeal","#free #shipping#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/Q7RKctOXbU","Ripl App",0,"","","NA NA NA NA NA NA NA NA","free barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-19 16:00:09","SircliftonNeal","#free #shipping#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/FJGQ1CIw2U","Ripl App",0,"","","NA NA NA NA NA NA NA NA","free barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-18 16:00:59","SircliftonNeal","#free #shipping#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/5x3WErEQEM","Ripl App",0,"","","NA NA NA NA NA NA NA NA","free barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-21 16:00:12","SircliftonNeal","#best#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/7GSVINA1VO","Ripl App",0,"","","NA NA NA NA NA NA NA NA","barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-18 21:30:20","SircliftonNeal","#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/dPXFwvq4yN","Ripl App",0,"","","NA NA NA NA NA NA NA NA","bbq barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-16 21:30:08","SircliftonNeal","#free #shipping#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/vq2M97X0Tq","Ripl App",0,"","","NA NA NA NA NA NA NA NA","free barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-21 12:00:08","SircliftonNeal","#love #always#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/l6NiaHizGt","Ripl App",0,"","","NA NA NA NA NA NA NA NA","love barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-21 12:00:08","SircliftonNeal","#love #always#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/T3p7Y69iLp","Ripl App",0,"","","NA NA NA NA NA NA NA NA","love barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-17 21:30:07","SircliftonNeal","#free #shipping#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/HTQNuhzwi2","Ripl App",0,"","","NA NA NA NA NA NA NA NA","free barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-18 12:00:09","SircliftonNeal","#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/ZCdN8vD9vF","Ripl App",0,"","","NA NA NA NA NA NA NA NA","bbq barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-17 16:01:09","SircliftonNeal","#free #shipping#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/SDSkgVGdqK","Ripl App",0,"","","NA NA NA NA NA NA NA NA","free barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-19 12:00:09","SircliftonNeal","#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/3TMLCLYYOF","Ripl App",0,"","","NA NA NA NA NA NA NA NA","bbq barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-20 19:30:10","SircliftonNeal","#DidYouKnow#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/djQ9wLghUf","Ripl App",0,"","","NA NA NA NA NA NA NA NA","barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-16 21:30:09","SircliftonNeal","#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/ePKORfjjtH","Ripl App",0,"","","NA NA NA NA NA NA NA NA","bbq barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-20 16:00:18","SircliftonNeal","#free #shipping#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/tZTjnRS584","Ripl App",0,"","","NA NA NA NA NA NA NA NA","free barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-20 12:00:08","SircliftonNeal","#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/IXNphCjx51","Ripl App",0,"","","NA NA NA NA NA NA NA NA","bbq barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-18 19:30:12","SircliftonNeal","#DidYouKnow#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/2eskanml34","Ripl App",0,"","","NA NA NA NA NA NA NA NA","barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-18 16:00:09","SircliftonNeal","#free #shipping#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/67gDEPCn0U","Ripl App",0,"","","NA NA NA NA NA NA NA NA","free barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-16 15:20:20","SircliftonNeal","#DidYouKnow#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/ZYEZfnAW6b","Ripl App",0,"","","NA NA NA NA NA NA NA NA","barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"Atlanta, GA",,,"2020-06-15 21:30:06","SircliftonNeal","#free #shipping#bbq #barbecue #grill #grilling #meat #beef #meatporn #bbqporn #bbqlife #barbeque #pork #biggreenegg #grillporn #weber #meatlovers #carne #brisket #bbqlovers #sauce #pepper#spicy #pork #porkbelly #ribs #pulledpork #chicken https://t.co/5RPflAjkw5","Ripl App",0,"","","NA NA NA NA NA NA NA NA","free barbecue grill grilling meat beef meatporn bbqporn bbqlife barbeque pork biggreenegg grillporn weber meatlovers carne brisket bbqlovers sauce pork porkbelly ribs pulledpork chicken","NA NA","NA NA"
"9 Douglas St., Guelph, ON",,,"2020-06-22 10:50:59","WellingtonCakes","Excited for when we start making some of our more elaborate cakes again! #deepdishpizza #deepdishpizzacake #pizzacake #pizza #guelphbakery #guelphcakes #meatlovers https://t.co/rGb5FeO4X8","Instagram",1,"","","NA NA NA NA NA NA NA NA","deepdishpizza deepdishpizzacake pizzacake pizza guelphbakery guelphcakes meatlovers","NA NA","NA NA"
"Los Angeles, CA, USA",,,"2020-06-22 00:32:26","OrthoMoon","Father's Day Treat...going Italian
.
#lafoodie #foodie #foodporn #eatLA #lafood #foodiela #eatingLA #losangeleseats #meatlover #meatlovers #seafood #seafoodlovers  #ilforno #santamonicarestaurants #italianfoodâ€¦ https://t.co/duCsju4k4g","Instagram",0,"United States","US","-118.5173575 -118.443482 -118.443482 -118.5173575 33.9951771 33.9951771 34.050199 34.050199","lafoodie foodie foodporn eatLA lafood foodiela eatingLA losangeleseats meatlover meatlovers seafood seafoodlovers ilforno santamonicarestaurants italianfood","-118.45478953 34.0199099","34.0199099 -118.45478953"
"",,,"2020-06-21 21:51:29","Afterstorm13","Real champions don't need meat to be at the top of their game! Nor do you... <U+0001F60A><U+0001F331><U+0001F331>

#govegan #vegans #vegan  #choosevegan #AACC #meat #meatlovers #veganinspiration #plantbased #meatfree #champion #champions https://t.co/jkRvI5upqF","Twitter Web App",9,"","","NA NA NA NA NA NA NA NA","govegan vegans vegan choosevegan","NA NA","NA NA"
"Florida, USA",,,"2020-06-21 20:43:23","BK_Consultant","Hard working father and why not hard paying father, <U+0001F923><U+0001F923><U+0001F923><U+0001F354><U+0001F354><U+0001F354>  #barbecue  #grilling  #bbq  #grill  #churrasco  #bbqlife  #churras  #bbqporn  #churrascada  #meat  #grillporn  #meatporn  #meatlovers  #beef  #biggreeneggâ€¦ https://t.co/sNw2JdSgpM","Instagram",0,"United States","US","-81.47749 -81.3272036 -81.3272036 -81.47749 28.250764 28.250764 28.3479768 28.3479768","barbecue grilling bbq grill churrasco bbqlife churras bbqporn churrascada meat grillporn meatporn meatlovers beef biggreenegg","-81.4129 28.304","28.304 -81.4129"
"London",,,"2020-06-21 12:43:20","JeanPatrique","Steak time<U+0001F969><U+0001F924>How do you like yours ? Comment below<U+0001F447>
.
.
.
.
#steak #steaktime #food #foodporn #JPcooks #JPkitchen #cookware #kitchenware #kitchen #foodporn #meatlovers #lovetocook #lovefood #tasty https://t.co/Y0ahOc9pK8","Instagram",0,"","","NA NA NA NA NA NA NA NA","steak steaktime food foodporn JPcooks JPkitchen cookware kitchenware kitchen foodporn meatlovers lovetocook lovefood tasty","NA NA","NA NA"
"",,,"2020-06-21 12:15:42","greyimagephoto","Australian Beef Rump Spaghetti by Chef Tarek Ibrahim<U+2060>
Shot for True Aussie Beef &amp; Lamb<U+2060>
Agency : Communion
#meatlovers #foodphotography #bahrainphotographer #bahrain #phaseone #foodstyling #TrueAussiemeat<U+2060> https://t.co/F0sKNGpX4R","LaterMedia",0,"","","NA NA NA NA NA NA NA NA","meatlovers foodphotography bahrainphotographer bahrain phaseone foodstyling TrueAussiemeat","NA NA","NA NA"
"Manchester",,,"2020-06-21 08:10:38","thegaudidragon","Real champions don't need meat to be at the top of their game! Nor do you... <U+0001F60A><U+0001F331><U+0001F331>

#govegan #vegans #vegan  #choosevegan #AACC #meat #meatlovers #veganinspiration #plantbased #meatfree #champion #champions https://t.co/jkRvI5upqF","Twitter for Android",9,"","","NA NA NA NA NA NA NA NA","govegan vegans vegan choosevegan","NA NA","NA NA"
"",,,"2020-06-20 20:01:06","VanessaJTreadw1","Real champions don't need meat to be at the top of their game! Nor do you... <U+0001F60A><U+0001F331><U+0001F331>

#govegan #vegans #vegan  #choosevegan #AACC #meat #meatlovers #veganinspiration #plantbased #meatfree #champion #champions https://t.co/jkRvI5upqF","Twitter Web App",9,"","","NA NA NA NA NA NA NA NA","govegan vegans vegan choosevegan","NA NA","NA NA"
"",,,"2020-06-20 19:58:05","LightspeedSteps","Real champions don't need meat to be at the top of their game! Nor do you... <U+0001F60A><U+0001F331><U+0001F331>

#govegan #vegans #vegan  #choosevegan #AACC #meat #meatlovers #veganinspiration #plantbased #meatfree #champion #champions https://t.co/jkRvI5upqF","Twitter Web App",9,"","","NA NA NA NA NA NA NA NA","govegan vegans vegan choosevegan","NA NA","NA NA"
"",,,"2020-06-20 19:57:48","rsarhhh","Real champions don't need meat to be at the top of their game! Nor do you... <U+0001F60A><U+0001F331><U+0001F331>

#govegan #vegans #vegan  #choosevegan #AACC #meat #meatlovers #veganinspiration #plantbased #meatfree #champion #champions https://t.co/jkRvI5upqF","Twitter Web App",9,"","","NA NA NA NA NA NA NA NA","govegan vegans vegan choosevegan","NA NA","NA NA"
"",,,"2020-06-20 19:57:30","meowwsss","Real champions don't need meat to be at the top of their game! Nor do you... <U+0001F60A><U+0001F331><U+0001F331>

#govegan #vegans #vegan  #choosevegan #AACC #meat #meatlovers #veganinspiration #plantbased #meatfree #champion #champions https://t.co/jkRvI5upqF","Twitter Web App",9,"","","NA NA NA NA NA NA NA NA","govegan vegans vegan choosevegan","NA NA","NA NA"
"Finland",,,"2020-06-20 19:57:07","Dragofix","Real champions don't need meat to be at the top of their game! Nor do you... <U+0001F60A><U+0001F331><U+0001F331>

#govegan #vegans #vegan  #choosevegan #AACC #meat #meatlovers #veganinspiration #plantbased #meatfree #champion #champions https://t.co/jkRvI5upqF","Twitter Web App",9,"","","NA NA NA NA NA NA NA NA","govegan vegans vegan choosevegan","NA NA","NA NA"
"Ontario, Canada",,,"2020-06-20 19:40:29","Al_Latkolik","Real champions don't need meat to be at the top of their game! Nor do you... <U+0001F60A><U+0001F331><U+0001F331>

#govegan #vegans #vegan  #choosevegan #AACC #meat #meatlovers #veganinspiration #plantbased #meatfree #champion #champions https://t.co/jkRvI5upqF","Twitter Web App",9,"","","NA NA NA NA NA NA NA NA","govegan vegans vegan choosevegan","NA NA","NA NA"
"South Africa",,,"2020-06-20 19:32:00","meatfreeplate","Real champions don't need meat to be at the top of their game! Nor do you... <U+0001F60A><U+0001F331><U+0001F331>

#govegan #vegans #vegan  #choosevegan #AACC #meat #meatlovers #veganinspiration #plantbased #meatfree #champion #champions https://t.co/jkRvI5upqF","TweetDeck",9,"","","NA NA NA NA NA NA NA NA","govegan vegans vegan choosevegan AACC meat meatlovers veganinspiration plantbased meatfree champion champions","NA NA","NA NA"
"South Africa",,,"2020-06-18 21:02:00","meatfreeplate","If we can't face the horrors of a slaughterhouse, how can we face anything? <U+0001F614><U+2060>

#bethechange #meatfree #animalrights #meat #meatlovers #plantbased #AACC #thursdaythoughts #vegan #meat #crueltyfree #govegan #maketheconnection https://t.co/HPX5gNKd9Y","TweetDeck",1,"","","NA NA NA NA NA NA NA NA","bethechange meatfree animalrights meat meatlovers plantbased AACC thursdaythoughts vegan meat crueltyfree govegan maketheconnection","NA NA","NA NA"
"California",,,"2020-06-20 19:01:37","MountainMikes","Winner takes all the pizza in this friendly game of basketball! <U+0001F3C0><U+0001F355> #TeamMountainMikes

#mountainmikespizza #mmp #mmpathome #crispycurlypepperoni #sliceofheaven #bestfoodpics #pepperoni #pepperonipizza #pepperonilover #meatlovers #pizza #basketball #playoutside #pickupgame https://t.co/IalkWo51Fq","Hootsuite Inc.",0,"","","NA NA NA NA NA NA NA NA","TeamMountainMikes mountainmikespizza mmp mmpathome crispycurlypepperoni sliceofheaven bestfoodpics pepperoni pepperonipizza pepperonilover meatlovers pizza basketball playoutside pickupgame","NA NA","NA NA"
"Miami,FL",,,"2020-06-20 17:11:12","Angel305G","My wife is set for the week and Iâ€™m set for bbq tomorrow. Woooo hoooo!! #nonvegan #meatlovers  #happyfathersday #wildforkfoods @ Westwood Lakes, Florida https://t.co/jLE1MgOU3t","Instagram",0,"","","NA NA NA NA NA NA NA NA","nonvegan meatlovers happyfathersday wildforkfoods","NA NA","NA NA"
"",,,"2020-06-20 11:03:23","ZuluMeats","#FathersDay from Zulu Meats.

#MeatLovers https://t.co/TezbMKgv34","Twitter for iPhone",0,"","","NA NA NA NA NA NA NA NA","FathersDay MeatLovers","NA NA","NA NA"
"",,,"2020-06-20 11:01:09","agnesbooks1","Any #meatlovers here","Twitter for Android",0,"","","NA NA NA NA NA NA NA NA","meatlovers","NA NA","NA NA"
"Minneapolis, Minnesota",,,"2020-06-19 20:20:34","SEVENMPLS","<U+0001F386> Great News! <U+0001F386> We are rolling out our full menu full of tasty sushi, steaks, seafood dishes &amp; more starting TONIGHT!! 

#steakdinner #meat #meatlover #meatlovers #grilled #meatporn #mn #minneapolis #mysaintpaul #twincitiesfoodie #mnfoodie #foodinspo #foodfortheday https://t.co/y9bZcd1NW9","Hootsuite Inc.",0,"","","NA NA NA NA NA NA NA NA","steakdinner meat meatlover meatlovers grilled meatporn mn minneapolis mysaintpaul twincitiesfoodie mnfoodie foodinspo foodfortheday","NA NA","NA NA"
"United States",,,"2020-06-19 18:06:35","jraysjerky","Do you ever wonder how J-Ray's #BestJerkyEVER has so much amazing flavor packed into it's bite? J-Ray marinates it for 24 full hours!

https://t.co/AY3qw6qogp

#BeefJerky #PorkJerky #ShopSmall #HandMade #MeatLovers https://t.co/UvskgRBXOY","Hootsuite Inc.",0,"","","NA NA NA NA NA NA NA NA","BestJerkyEVER BeefJerky PorkJerky ShopSmall HandMade MeatLovers","NA NA","NA NA"
"Santa Cruz, CA",,,"2020-06-19 15:39:02","russrankinNJD","If we can't face the horrors of a slaughterhouse, how can we face anything? <U+0001F614><U+2060>

#bethechange #meatfree #animalrights #meat #meatlovers #plantbased #AACC #thursdaythoughts #vegan #meat #crueltyfree #govegan #maketheconnection https://t.co/HPX5gNKd9Y","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","bethechange meatfree animalrights","NA NA","NA NA"
"La Republica del Bronx ",,,"2020-06-19 11:46:22","MrMichaelGerman","@JoePiscopoShow @JrzyJoePiscopo @patlafrieda @am970TheAnswer Now that's a guest I wanna hear from <U+0001F4AF> #MeatLovers #Unite","Twitter for Android",0,"","","NA NA NA NA NA NA NA NA","MeatLovers Unite","NA NA","NA NA"
"Wales, United Kingdom",,,"2020-06-18 21:29:23","findmydine","Like meat? Like pizza? Call us tonight on 029 2049 5975 and treat yourself to our new customer favourite, the Quattro Carni <U+0001F60B><U+0001F355>

#cardiff #roath #pizzeria #pizza #meatlovers https://t.co/0iUSNFW4x2","Twitter for Android",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"2020-06-18 19:28:43","veddie11","Today I stepped off my flight from Minneapolis to Boston and realized, tragically, that I had left three slices of meat lovers pizza in my hotel room. I am currently boarding a flight back to Minneapolis #Pizza #Meatlovers","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Boston, Massachusetts",,,"2020-06-18 18:42:26","tbgrondin","Today I stepped off my flight from Minneapolis to Boston and realized, tragically, that I had left three slices of meat lovers pizza in my hotel room. I am currently boarding a flight back to Minneapolis #Pizza #Meatlovers","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"2020-06-18 18:37:08","jtejad96","Today I stepped off my flight from Minneapolis to Boston and realized, tragically, that I had left three slices of meat lovers pizza in my hotel room. I am currently boarding a flight back to Minneapolis #Pizza #Meatlovers","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","Pizza Meatlovers","NA NA","NA NA"
"Cardiff",,,"2020-06-18 17:58:48","GillWru","Like meat? Like pizza? Call us tonight on 029 2049 5975 and treat yourself to our new customer favourite, the Quattro Carni <U+0001F60B><U+0001F355>

#cardiff #roath #pizzeria #pizza #meatlovers https://t.co/0iUSNFW4x2","Twitter for iPhone",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Cardiff, Wales",,,"2020-06-18 17:54:05","sideshow_2","Like meat? Like pizza? Call us tonight on 029 2049 5975 and treat yourself to our new customer favourite, the Quattro Carni <U+0001F60B><U+0001F355>

#cardiff #roath #pizzeria #pizza #meatlovers https://t.co/0iUSNFW4x2","Twitter for iPhone",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Cardiff, Wales",,,"2020-06-18 17:53:19","Anatoniscafe","Like meat? Like pizza? Call us tonight on 029 2049 5975 and treat yourself to our new customer favourite, the Quattro Carni <U+0001F60B><U+0001F355>

#cardiff #roath #pizzeria #pizza #meatlovers https://t.co/0iUSNFW4x2","Twitter for iPhone",3,"United Kingdom","GB","-3.278624 -3.0809756 -3.0809756 -3.278624 51.447362 51.447362 51.5466412 51.5466412","cardiff roath pizzeria pizza meatlovers","NA NA","NA NA"
"Illinois, USA",,,"2020-06-18 14:33:39","secondcityprime","Who would you share these delicious Amish Chicken Wings with? Tag them below!

Shop our Amish Chicken Wings here: https://t.co/gteObUHFrL

#BBQ #FathersDay #meatlovers #thursdayvibes https://t.co/7Vw8J38obm","Twitter Web App",0,"","","NA NA NA NA NA NA NA NA","BBQ FathersDay meatlovers thursdayvibes","NA NA","NA NA"
"West Midlands, England",,,"2020-06-18 09:38:58","Sticky_Beaks","Well that was a crazy rush last night and early hours today.

Sorry to those we have had to say no to.

Thank you for all the support.

#streetfood #meatlovers #thankyou #love #sundayroast #Sunday #fathersdayâ€¦ https://t.co/mU4B4i69FA","Instagram",0,"United Kingdom","GB","-2.033651 -1.74763 -1.74763 -2.033651 52.381063 52.381063 52.60687 52.60687","streetfood meatlovers thankyou love sundayroast Sunday fathersday","-1.83333333 52.5","52.5 -1.83333333"
"",,,"2020-06-18 08:54:10","renato_menna","CRAFTED MEAT by Die Gestalten Verlag // BOOK https://t.co/6cvy67Ong9 #charchuterie #meat #sausages #coldcuts #butcher #recipes #meatculture #kobe #wagyu #beef #connoisseur #food #foodactivist #craftedmeat #organic #sustainability #cooking #chefs #foodlovers #meatlovers","SysthubLive",1,"","","NA NA NA NA NA NA NA NA","charchuterie meat sausages coldcuts butcher","NA NA","NA NA"
"Graz, Ã–sterreich",,,"2020-06-18 08:53:35","thestylemate","CRAFTED MEAT by Die Gestalten Verlag // BOOK https://t.co/6cvy67Ong9 #charchuterie #meat #sausages #coldcuts #butcher #recipes #meatculture #kobe #wagyu #beef #connoisseur #food #foodactivist #craftedmeat #organic #sustainability #cooking #chefs #foodlovers #meatlovers","Twitter Web App",1,"","","NA NA NA NA NA NA NA NA","charchuterie meat sausages coldcuts butcher recipes meatculture kobe wagyu beef connoisseur food foodactivist craftedmeat organic sustainability cooking chefs foodlovers meatlovers","NA NA","NA NA"
"18010 Dallas Parkway, Dallas",,,"2020-06-17 17:47:02","12CutsSteak","Is your mouth watering, yet? Dine with us tonight or pick up to take home! Either way, when it's 12 Cuts Brazilian Steakhouse for dinner, all your senses will be delighted! Delivery also available! #12Cuts #DinnerTonight #MeatLovers #DineLocal #LocalRestaurant #NorthDallas https://t.co/RFUITwE4Wc","Buffer",0,"","","NA NA NA NA NA NA NA NA","12Cuts DinnerTonight MeatLovers DineLocal LocalRestaurant NorthDallas","NA NA","NA NA"
